City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Chivilcoy,0,AR,1570414118,58,-34.9,-60.02,286.23,7.415
Shimoda,75,JP,1570414118,77,34.7,138.93,300.93,8.7
Ayan,20,IR,1570414119,36,38.23,44.7,291.15,3.33
Atasu,0,KZ,1570414119,32,48.68,71.64,283.28,3.88
Pisco,90,PE,1570414119,82,-13.71,-76.2,289.82,7.7
Bom Jesus da Lapa,77,BR,1570414119,39,-13.25,-43.41,300.26,2.84
Cidreira,91,BR,1570414119,87,-30.17,-50.22,287.95,2.58
La Gomera,100,GT,1570414120,72,14.09,-91.05,300.28,0.84
Nalchiti,100,BD,1570414120,70,22.63,90.28,302.13,0.64
Brewster,90,US,1570414120,77,41.76,-70.08,293.15,7.2
Camargo,100,MX,1570414120,61,27.69,-105.17,296.47,3.82
Mehamn,100,NO,1570414120,84,71.03,27.85,277.91,2.84
Gat,89,SN,1570414121,94,14.69,-16.54,299.15,3.1
Tupik,100,RU,1570414121,60,54.43,119.94,275.63,5.815
Mitsamiouli,13,KM,1570414121,76,-11.38,43.28,299.43,7.76
Oron,100,NG,1570414121,94,4.81,8.23,296.9,1.651
Clonakilty,75,IE,1570414122,100,51.62,-8.87,286.48,9.3
Kavali,9,IN,1570414122,68,14.91,79.99,301.91,0.83
Sao Filipe,100,CV,1570414122,87,14.9,-24.5,299.25,6.81
Bolobo,100,CD,1570414122,91,-2.17,16.23,296.01,1.72
Aklavik,75,CA,1570414122,59,68.22,-135.01,275.15,4.1
Rawson,10,AR,1570414032,41,-43.3,-65.11,284.45,15.88
Ouesso,100,CG,1570414123,98,1.61,16.05,294.35,0.85
Porto Novo,75,BR,1570414123,77,-23.68,-45.44,293.15,1.5
Staryy Krym,0,UA,1570414123,74,45.03,35.1,279.5,0.8
Kulhudhuffushi,99,MV,1570414123,78,6.62,73.07,300.82,4.37
Rivadavia,57,AR,1570414123,33,-31.53,-68.59,290,2.699
Nemuro,75,JP,1570414124,62,43.32,145.57,288.15,4.1
Sistranda,75,NO,1570414124,75,63.73,8.83,280.37,3.1
Inuvik,75,CA,1570414124,59,68.36,-133.71,275.15,4.1
North Bend,1,US,1570414124,82,43.41,-124.22,290.93,7.7
Kiruna,62,SE,1570414124,86,67.86,20.23,274.15,1.5
Vrangel,100,RU,1570414125,64,42.73,133.08,286.9,3.36
Porto Belo,75,BR,1570414125,88,-27.15,-48.54,291.15,1.5
Broome,97,GB,1570414125,93,52.47,1.45,284.26,1.25
Takaka,0,NZ,1570414126,72,-40.86,172.81,288.71,2.68
Reconquista,0,AR,1570414126,80,-29.14,-59.64,286.69,2.556
Sitka,0,US,1570414126,73,37.17,-99.65,284.26,2.68
Shache,100,CN,1570414126,86,38.42,77.24,294.26,0.45
Saint Cloud,41,US,1570414126,62,45.56,-94.16,287.15,4.17
Sept-Iles,90,CA,1570413863,87,50.2,-66.38,279.82,2.6
Faya,0,SA,1570414127,54,18.39,42.45,292.15,0.69
Fairmont,1,US,1570414127,70,40.64,-97.59,285.37,2.27
Hamilton,75,CA,1570413985,72,43.26,-79.87,291.15,3.1
Praia da Vitoria,40,PT,1570414127,83,38.73,-27.07,296.15,6.34
Port Washington,1,US,1570413873,62,43.39,-87.88,287.15,3.1
Atherton,40,AU,1570414128,51,-17.27,145.48,302.59,4.1
Tilichiki,100,RU,1570414128,96,60.47,166.1,276.61,6.48
Srednekolymsk,0,RU,1570414128,77,67.46,153.71,266.91,3.14
Hambantota,40,LK,1570414128,100,6.12,81.12,296.15,1
Mahibadhoo,93,MV,1570414128,69,3.78,72.97,301.31,1.27
Kayerkan,90,RU,1570414129,98,69.35,87.76,273.15,5
Narsaq,75,GL,1570414129,60,60.91,-46.05,279.15,1.5
Cravo Norte,0,CO,1570414129,82,6.3,-70.2,298.93,2.27
Sidrolandia,75,BR,1570414129,93,-20.93,-54.96,291.15,5.1
Davenda,100,RU,1570414129,51,53.56,119.32,275.26,4.86
Mahon,75,IE,1570414130,100,51.89,-8.4,286.48,9.3
Popova,0,RS,1570414130,93,43.33,21.27,278.15,1.5
Cedar City,1,US,1570414083,31,37.68,-113.06,283.15,2.1
Juigalpa,100,NI,1570414130,92,12.1,-85.37,297.76,3.361
Sangueya,100,GN,1570414130,87,10.7,-14.37,297.96,3.11
Agbor,100,NG,1570414131,99,6.26,6.15,294.99,1.07
Havelock,75,US,1570414131,69,34.88,-76.9,297.15,3.6
Dabeiba,100,CO,1570414131,97,7,-76.27,294.2,0.43
Manokwari,100,ID,1570414131,75,-0.87,134.08,299.66,2.64
Wasilla,90,US,1570414132,45,61.58,-149.44,282.04,4.6
Luanda,75,AO,1570414132,88,-8.83,13.24,296.15,2.6
Vostok,0,RU,1570414132,49,46.45,135.83,286.46,2.83
Amuntai,100,ID,1570414132,44,-2.42,115.25,307.57,1.31
Moussoro,86,TD,1570414132,68,13.64,16.49,298.84,5.63
Adre,73,TD,1570414133,79,13.47,22.2,295.67,0.62
Kamenka,97,MD,1570414133,82,48.03,28.7,276.48,2.21
Natal,40,BR,1570413991,83,-5.81,-35.21,299.15,7.2
Jaisalmer,0,IN,1570414133,49,26.91,70.91,299.29,4.88
Novyy Urengoy,78,RU,1570414133,80,66.08,76.63,273.97,8.98
Paamiut,0,GL,1570414134,75,61.99,-49.67,276.89,10.8
Ampanihy,0,MG,1570414134,61,-24.69,44.75,294.73,3.26
Comodoro Rivadavia,75,AR,1570414134,58,-45.87,-67.48,285.15,8.7
Sangar,98,RU,1570414134,54,63.92,127.47,273.26,5.61
Baghdad,0,IQ,1570414056,39,33.3,44.38,299.15,2.1
Sol-Iletsk,98,RU,1570414135,35,51.16,55,282.81,6.17
Copacabana,100,BO,1570414135,58,-16.17,-69.08,280.84,1.01
Manggar,100,ID,1570414135,88,-2.88,108.27,297.58,2.85
Ciudad del Maiz,0,MX,1570414135,80,22.4,-99.6,294.51,2.45
Formosa,100,BR,1570414136,74,-15.55,-47.33,294.13,1.36
Meulaboh,40,ID,1570414136,77,4.14,96.13,299.67,2.21
Paciran,78,ID,1570414136,38,-6.9,112.33,306.97,3.95
Iquique,90,CL,1570414136,67,-20.22,-70.14,288.15,3.1
Kesova Gora,100,RU,1570414136,96,57.58,37.3,273.65,6.342
Yuxia,20,CN,1570414137,93,34.06,108.63,291.48,1
Necochea,95,AR,1570414137,56,-38.55,-58.74,289.26,9.39
Bar,20,ME,1570414135,50,42.1,19.1,287.15,4.1
Hay River,90,CA,1570414137,100,60.82,-115.79,279.15,3.1
Pacific Grove,1,US,1570413955,49,36.62,-121.92,295.93,1.5
Edea,75,CM,1570414138,94,3.8,10.13,297.15,1
Harsin,0,IR,1570414138,25,34.27,47.59,289.15,3.1
Flagstaff,90,US,1570413956,15,35.2,-111.65,295.15,1.5
Sao Felix do Xingu,0,BR,1570414138,83,-6.64,-51.99,295.77,1.05
San Felipe,65,CL,1570414138,53,-32.75,-70.73,281.13,0.516
Los Llanos de Aridane,90,ES,1570414139,64,28.66,-17.92,296.15,6.2
Saint George,75,GR,1570414139,87,39.45,22.34,289.15,3.937
Minna,100,NG,1570414139,90,9.62,6.55,296.15,0.79
Salalah,75,OM,1570414140,83,17.01,54.1,299.15,1.5
Vikhorevka,75,RU,1570414140,89,56.12,101.17,274.15,3
Vardo,75,US,1570414140,88,39.62,-77.74,293.15,1.99
Srivardhan,0,IN,1570414085,80,18.03,73.02,300.16,1.4
Yeppoon,0,AU,1570414140,31,-23.13,150.74,305.15,3.1
Port Hardy,90,CA,1570414141,93,50.7,-127.42,283.15,6.2
Saint Anthony,1,US,1570414141,80,43.97,-111.68,284.15,1.5
College,75,US,1570414141,74,64.86,-147.8,275.15,3.1
Togane,20,JP,1570414141,73,35.55,140.37,296.48,5.7
Khani,90,GE,1570414141,87,41.96,42.96,289.15,4.6
Caravelas,0,BR,1570414142,86,-17.73,-39.27,295.89,3.43
Saint-Augustin,90,CA,1570414142,93,45.63,-73.98,289.82,3.1
Egvekinot,100,RU,1570414142,84,66.32,-179.17,268.58,1.67
Gamba,0,CN,1570414142,55,28.28,88.52,276.58,1.928
Vityazevo,0,RU,1570414143,87,44.99,37.26,282.15,1
Byron Bay,0,AU,1570414143,65,-28.65,153.62,307.15,8.2
Churapcha,100,RU,1570414143,46,62,132.43,273.38,3
Chiniot,7,PK,1570414143,43,31.72,72.98,298.58,0.13
Rujewa,2,TZ,1570414143,78,-8.7,34.38,290.57,1.859
Oriximina,84,BR,1570414144,63,-1.77,-55.87,301.21,2.58
Nanortalik,0,GL,1570414144,79,60.14,-45.24,277.67,0.42
Tokmak,0,UA,1570414144,86,47.26,35.7,278.16,1.7
Koundara,100,GN,1570414144,94,12.49,-13.3,296.64,1.7
Birao,99,CF,1570414145,93,10.3,22.78,294.86,0.88
Inta,100,RU,1570414145,92,66.04,60.13,273.06,5.15
Tuatapere,100,NZ,1570414139,49,-46.13,167.69,290.37,3.58
Yining,0,CN,1570414145,49,29.04,114.56,299.79,1.079
Bandarbeyla,10,SO,1570414145,79,9.49,50.81,297.7,3.59
Koulamoutou,100,GA,1570414145,98,-1.13,12.47,294.4,0.539
Luganville,75,VU,1570414146,78,-15.51,167.18,301.15,4.6
Norsup,75,VU,1570414146,78,-16.07,167.38,301.15,4.6
Rosa Zarate,78,EC,1570414146,92,0.33,-79.47,294.59,1.18
Nacala,25,MZ,1570414146,96,-14.56,40.69,294.62,1.76
Marystown,36,CA,1570414147,78,47.17,-55.16,279.88,3.64
Guerrero Negro,0,MX,1570414147,77,27.97,-114.04,294.05,6.57
Jijiga,68,ET,1570414147,77,9.35,42.8,286.3,0.36
Bagdarin,0,RU,1570414147,37,54.44,113.59,272.98,5.35
Berlevag,99,NO,1570414147,80,70.86,29.09,278.96,4.32
Pochutla,75,MX,1570414148,88,15.74,-96.47,302.15,5.1
Zhigalovo,98,RU,1570414148,75,54.81,105.15,274.29,2.47
Chemodanovka,100,RU,1570414148,100,54.09,40.18,274.82,1.79
Encheng,54,CN,1570414148,71,22.74,107.09,300.33,3.407
Omboue,100,GA,1570414149,86,-1.57,9.26,298.62,5.94
Namibe,98,AO,1570414149,76,-15.19,12.15,293.12,3.93
Hovd,75,NO,1570414149,86,63.83,10.7,281.48,1
Mount Darwin,0,ZW,1570414149,55,-16.77,31.58,290.1,0.78
Lindi,20,TZ,1570414149,94,-10,39.71,295.15,2.6
Lagunas,96,PE,1570414150,90,-5.23,-75.68,296.08,1.29
Bafoulabe,100,ML,1570414150,72,13.81,-10.83,298.83,2.83
Shamary,100,RU,1570414150,69,57.34,58.22,278.92,2.04
Vila Franca do Campo,75,PT,1570414150,94,37.72,-25.43,297.04,5.1
Whitehorse,75,CA,1570414151,80,60.72,-135.06,272.15,3.1
Surovatikha,90,RU,1570414151,93,55.77,43.9,281.48,4
Grand Gaube,40,MU,1570414151,83,-20.01,57.66,296.15,7.7
Champerico,75,MX,1570414151,73,16.38,-93.6,298.15,6.7
Vila Velha,97,BR,1570414151,74,-3.71,-38.6,299.26,4.1
Belaya Gora,100,RU,1570414152,73,68.54,146.19,268.64,2.55
Coahuayana,4,MX,1570414152,95,18.62,-100.35,295.15,0.88
Vavozh,85,RU,1570414152,70,56.77,51.93,279.86,3.56
Kidal,39,ML,1570414152,31,18.44,1.41,303.74,3.38
Nokaneng,64,BW,1570414152,19,-19.66,22.19,291.36,1.53
Wabrzezno,0,PL,1570414153,100,53.28,18.95,276.48,1.5
Scarborough,69,GB,1570414059,100,54.28,-0.41,283.71,3.1
Saryozek,0,KZ,1570413930,29,44.36,77.98,291.04,1.01
Jacareacanga,1,BR,1570414153,75,-6.22,-57.76,297.74,0.75
Kyshtovka,71,RU,1570414153,75,56.56,76.62,282.16,2.23
Sinnamary,0,GF,1570414148,82,5.38,-52.96,300.68,5.89
Date,75,JP,1570414154,76,42.53,140.93,287.04,1.5
Punto Fijo,0,VE,1570414154,77,11.69,-70.21,302.04,11.59
Taoudenni,0,ML,1570414154,11,22.68,-3.98,300.49,3.06
Moron,100,HT,1570414154,72,18.56,-74.26,299.78,2.058
Bosaso,0,SO,1570414155,76,11.28,49.18,302.55,3.59
Togur,100,RU,1570414155,91,58.36,82.83,282.12,2.64
Ozimek,0,PL,1570414155,92,50.68,18.21,274.26,0.5
Golyshmanovo,40,RU,1570414155,71,56.4,68.37,280.3,2.03
Talnakh,90,RU,1570414154,96,69.49,88.39,273.15,5
Paengaroa,75,NZ,1570414156,66,-37.83,176.42,289.82,0.89
Zhangye,5,CN,1570414156,53,38.94,100.46,284.46,3.09
Oksbol,0,DK,1570414156,73,55.63,8.29,276.15,1.5
Kawalu,84,ID,1570414145,57,-7.38,108.21,299.9,2.8
Jabinyanah,0,TN,1570414156,77,35.03,10.91,293.15,1
